individual,generation,time,sfc,reqps,max_cpu,max_memory,total_link_score,max_link_score,total_delay,latency,ar,real_reqps
4,1,0,sfcr0-0,10.0,0.6966082602739334,3.206082260608673,1068.0,114.0,18,51.074182,0.95,3.0
4,1,0,sfcr0-1,10.0,0.41466382145881653,1.517766636610031,758.0,114.0,16,0.0,0.95,0.0
4,1,0,sfcr0-2,10.0,0.4066590964794159,1.5445800870656967,976.0,114.0,20,63.519626,0.95,5.0
4,1,0,sfcr0-3,10.0,0.8646686300635338,3.497631797194481,885.0,114.0,24,0.0,0.95,0.0
4,1,0,sfcr0-4,10.0,0.47137343883514404,2.8145073860883714,829.0,114.0,20,0.0,0.95,0.0
4,1,0,sfcr0-5,10.0,0.6966082602739334,3.206082260608673,1272.0,114.0,28,0.0,0.95,0.0
4,1,0,sfcr0-6,10.0,0.45080824941396713,1.5959038197994233,789.0,114.0,20,101.875821,0.95,1.0
4,1,0,sfcr0-8,10.0,0.6966082602739334,3.206082260608673,922.0,114.0,22,164.026434,0.95,3.0
4,1,0,sfcr0-9,10.0,0.6966082602739334,3.206082260608673,667.0,114.0,16,0.0,0.95,0.0
4,1,0,sfcr0-10,10.0,0.6966082602739334,3.206082260608673,710.0,114.0,24,117.918833,0.95,1.0
4,1,0,sfcr0-11,10.0,0.8646686300635338,3.497631797194481,705.0,114.0,16,0.0,0.95,0.0
4,1,0,sfcr0-12,10.0,0.5579624250531197,2.5533713698387146,773.0,114.0,16,0.0,0.95,0.0
4,1,0,sfcr0-13,10.0,0.8646686300635338,3.497631797194481,1139.0,114.0,22,0.0,0.95,0.0
4,1,0,sfcr0-14,10.0,0.5579624250531197,2.5533713698387146,794.0,114.0,16,0.0,0.95,0.0
4,1,0,sfcr1-0,10.0,0.8646686300635338,3.497631797194481,1138.0,114.0,26,0.0,0.95,0.0
4,1,0,sfcr1-1,10.0,0.8646686300635338,3.497631797194481,1186.0,114.0,32,0.0,0.95,0.0
4,1,0,sfcr1-2,10.0,0.8646686300635338,3.497631797194481,817.0,114.0,24,0.0,0.95,0.0
4,1,0,sfcr1-3,10.0,0.47137343883514404,2.8145073860883714,1068.0,114.0,32,0.0,0.95,0.0
4,1,0,sfcr1-4,10.0,0.6966082602739334,3.206082260608673,1026.0,114.0,22,0.0,0.95,0.0
4,1,0,sfcr1-6,10.0,0.47137343883514404,2.8145073860883714,929.0,114.0,32,0.0,0.95,0.0
4,1,0,sfcr1-7,10.0,0.8646686300635338,3.497631797194481,698.0,114.0,24,0.0,0.95,0.0
4,1,0,sfcr1-8,10.0,0.47082963585853577,2.822726163268089,1171.0,114.0,30,0.0,0.95,0.0
4,1,0,sfcr1-9,10.0,0.8646686300635338,3.497631797194481,961.0,114.0,28,0.0,0.95,0.0
4,1,0,sfcr1-10,10.0,0.8646686300635338,3.497631797194481,925.0,114.0,16,0.0,0.95,0.0
4,1,0,sfcr1-11,10.0,0.45080824941396713,1.5959038197994233,970.0,114.0,26,0.0,0.95,0.0
4,1,0,sfcr1-12,10.0,0.5579624250531197,2.822726163268089,722.0,114.0,26,0.0,0.95,0.0
4,1,0,sfcr1-13,10.0,0.8646686300635338,3.497631797194481,893.0,114.0,24,0.0,0.95,0.0
4,1,0,sfcr1-14,10.0,0.8646686300635338,3.497631797194481,1165.0,114.0,28,0.0,0.95,0.0
4,1,0,sfcr2-0,10.0,0.8646686300635338,3.497631797194481,1265.0,114.0,44,0.0,0.95,0.0
4,1,0,sfcr2-1,10.0,0.8646686300635338,3.497631797194481,1146.0,114.0,30,0.0,0.95,0.0
4,1,0,sfcr2-2,10.0,0.8646686300635338,3.497631797194481,997.0,114.0,26,0.0,0.95,0.0
4,1,0,sfcr2-3,10.0,0.47137343883514404,2.8145073860883714,1337.0,114.0,38,0.0,0.95,0.0
4,1,0,sfcr2-4,10.0,0.8646686300635338,3.497631797194481,1259.0,114.0,34,0.0,0.95,0.0
4,1,0,sfcr2-5,10.0,0.6966082602739334,3.206082260608673,1148.0,114.0,30,0.0,0.95,0.0
4,1,0,sfcr2-6,10.0,0.47082963585853577,2.822726163268089,723.0,114.0,24,0.0,0.95,0.0
4,1,0,sfcr2-7,10.0,0.8646686300635338,3.497631797194481,1252.0,114.0,40,0.0,0.95,0.0
4,1,0,sfcr2-8,10.0,0.8646686300635338,3.497631797194481,939.0,114.0,44,0.0,0.95,0.0
