individual,generation,time,sfc,reqps,max_cpu,max_memory,total_link_score,max_link_score,total_delay,latency,ar,real_reqps
9,5,0,sfcr0-0,10.0,0.5687480047345161,1.9960621118545532,752.0,114.0,24,0.0,0.95,0.0
9,5,0,sfcr0-1,10.0,0.7427206188440323,3.5571213155984878,890.0,114.0,24,63.008569,0.95,6.0
9,5,0,sfcr0-2,10.0,0.7088560089468956,3.0874243050813677,709.0,114.0,16,0.0,0.95,0.0
9,5,0,sfcr0-3,10.0,0.4639129117131233,1.9960621118545532,735.0,114.0,20,35.391872500000005,0.95,4.0
9,5,0,sfcr0-4,10.0,0.7427206188440323,3.5571213155984878,956.0,114.0,10,0.0,0.95,0.0
9,5,0,sfcr0-5,10.0,0.7427206188440323,3.5571213155984878,1050.0,114.0,24,121.18299200000001,0.95,2.0
9,5,0,sfcr0-6,10.0,0.7088560089468956,3.0874243050813677,683.0,114.0,16,0.0,0.95,0.0
9,5,0,sfcr0-7,10.0,0.6698773577809334,2.801872244477272,1175.0,114.0,18,0.0,0.95,0.0
9,5,0,sfcr0-8,10.0,0.7427206188440323,3.5571213155984878,712.0,114.0,12,0.0,0.95,0.0
9,5,0,sfcr0-9,10.0,0.5687480047345161,1.6029366284608841,765.0,114.0,24,0.0,0.95,0.0
9,5,0,sfcr0-10,10.0,0.7427206188440323,3.5571213155984878,925.0,114.0,24,0.0,0.95,0.0
9,5,0,sfcr0-11,10.0,0.5687480047345161,1.6029366284608841,880.0,114.0,24,0.0,0.95,0.0
9,5,0,sfcr0-12,10.0,0.6698773577809334,2.801872244477272,953.0,114.0,20,0.0,0.95,0.0
9,5,0,sfcr0-13,10.0,0.5687480047345161,2.1380005210638044,1033.0,114.0,22,0.0,0.95,0.0
9,5,0,sfcr0-14,10.0,0.32602739334106445,1.3080302000045776,805.0,114.0,24,0.0,0.95,0.0
9,5,0,sfcr1-0,10.0,0.7427206188440323,3.5571213155984878,1196.0,114.0,26,0.0,0.95,0.0
9,5,0,sfcr1-1,10.0,0.5687480047345161,1.6029366284608841,970.0,114.0,32,0.0,0.95,0.0
9,5,0,sfcr1-2,10.0,0.6698773577809334,2.801872244477272,1083.0,114.0,28,0.0,0.95,0.0
9,5,0,sfcr1-3,10.0,0.5687480047345161,1.6029366284608841,856.0,114.0,28,0.0,0.95,0.0
9,5,0,sfcr1-4,10.0,0.7427206188440323,3.5571213155984878,1256.0,114.0,32,0.0,0.95,0.0
9,5,0,sfcr1-5,10.0,0.7427206188440323,3.5571213155984878,1126.0,114.0,30,0.0,0.95,0.0
9,5,0,sfcr1-6,10.0,0.7427206188440323,3.5571213155984878,1167.0,114.0,24,0.0,0.95,0.0
9,5,0,sfcr1-7,10.0,0.4639129117131233,1.9960621118545532,820.0,114.0,32,0.0,0.95,0.0
9,5,0,sfcr1-8,10.0,0.7427206188440323,3.5571213155984878,1019.0,114.0,30,0.0,0.95,0.0
9,5,0,sfcr1-9,10.0,0.4639129117131233,1.9960621118545532,1082.0,114.0,32,0.0,0.95,0.0
9,5,0,sfcr1-10,10.0,0.4639129117131233,1.9960621118545532,1074.0,114.0,28,0.0,0.95,0.0
9,5,0,sfcr1-11,10.0,0.7088560089468956,3.0874243050813677,835.0,114.0,28,0.0,0.95,0.0
9,5,0,sfcr1-12,10.0,0.7427206188440323,3.5571213155984878,1217.0,114.0,30,0.0,0.95,0.0
9,5,0,sfcr1-13,10.0,0.7427206188440323,3.5571213155984878,743.0,114.0,28,0.0,0.95,0.0
9,5,0,sfcr1-14,10.0,0.7427206188440323,3.5571213155984878,1140.0,114.0,28,0.0,0.95,0.0
9,5,0,sfcr2-0,10.0,0.7088560089468956,3.0874243050813677,1302.0,114.0,34,0.0,0.95,0.0
9,5,0,sfcr2-1,10.0,0.7088560089468956,3.0874243050813677,1000.0,114.0,28,0.0,0.95,0.0
9,5,0,sfcr2-3,10.0,0.7427206188440323,3.5571213155984878,1395.0,114.0,36,0.0,0.95,0.0
